symbol,name,board,industry,total_mv_yi,tag_size,tag_style,tag_sector,status,error
000545.SZ,金浦钛业,主板,基础化工,29.999726120000002,,,,error,JSONDecodeError: Expecting value: line 1 column 1 (char 0)
000619.SZ,海螺新材,主板,建材,25.63190908,小盘,价值,制造,ok,
000507.SZ,珠海港,主板,交通运输,48.47002897,小盘,红利,基础设施,ok,
000625.SZ,长安汽车,主板,汽车,997.24016567,大盘,成长,制造,ok,
000538.SZ,云南白药,主板,医药,986.5187932,大盘,价值,消费,ok,
000548.SZ,湖南投资,主板,交通运输,26.00914375,小盘,红利,基础设施,ok,
000048.SZ,京基智农,主板,农林牧渔,78.79994235000001,中盘,价值,周期,ok,
000626.SZ,远大控股,主板,商贸零售,42.455331199999996,小盘,价值,消费,ok,
000056.SZ,皇庭国际,主板,房地产,21.64026643,小盘,价值,周期,ok,
000617.SZ,中油资本,主板,非银行金融,1192.1480571499999,大盘,价值,金融,ok,
000632.SZ,三木集团,主板,商贸零售,20.622516949999998,小盘,价值,消费,ok,
000563.SZ,陕国投A,主板,非银行金融,171.82940403,中盘,价值,金融,ok,
000537.SZ,绿发电力,主板,电力及公用事业,207.01079243,中盘,红利,基础设施,ok,
000567.SZ,海德股份,主板,综合金融,104.37522108,中盘,价值,金融,ok,
000532.SZ,华金资本,主板,电子,47.43186758,小盘,成长,科技,ok,
000539.SZ,粤电力A,主板,电力及公用事业,299.7912156,大盘,红利,基础设施,ok,
000635.SZ,英力特,主板,基础化工,32.003650189999995,小盘,价值,周期,ok,
000637.SZ,茂化实华,主板,石油石化,22.61457799,小盘,价值,周期,ok,
000638.SZ,*ST万方,主板,综合,2.7713403,小盘,价值,周期,ok,
000650.SZ,仁和药业,主板,医药,81.19641757000001,小盘,价值,消费,ok,
000651.SZ,格力电器,主板,家电,2069.7194213,大盘,价值,消费,ok,
000090.SZ,天健集团,主板,建筑,68.38876288,中盘,价值,基础设施,ok,
000652.SZ,泰达股份,主板,综合,61.23631485999999,小盘,价值,周期,ok,
000656.SZ,*ST金科,主板,房地产,155.25759183,中盘,价值,周期,ok,
000524.SZ,岭南控股,主板,消费者服务,70.17084011,中盘,价值,消费,ok,
000510.SZ,新金路,主板,基础化工,97.47610143,,,,error,JSONDecodeError: Expecting value: line 1 column 1 (char 0)
000665.SZ,湖北广电,主板,传媒,54.01460100999999,小盘,成长,消费,ok,
000661.SZ,长春高新,主板,医药,353.35548761999996,中盘,成长,消费,ok,
000670.SZ,盈方微,主板,电子,68.16932808,小盘,成长,科技,ok,
000558.SZ,天府文旅,主板,房地产,57.62831052,中盘,价值,周期,ok,
000659.SZ,珠海中富,主板,轻工制造,52.84237357,小盘,价值,制造,ok,
000525.SZ,红太阳,主板,基础化工,75.19224782,中盘,价值,周期,ok,
000069.SZ,华侨城A,主板,房地产,179.24200457999999,中盘,价值,周期,ok,
000029.SZ,深深房A,主板,房地产,206.075142,中盘,价值,周期,ok,
000533.SZ,顺钠股份,主板,电力设备及新能源,103.8987264,中盘,成长,制造,ok,
000682.SZ,东方电子,主板,电力设备及新能源,175.90338332,中盘,成长,制造,ok,
000566.SZ,海南海药,主板,医药,71.48481844,小盘,成长,消费,ok,
000504.SZ,*ST生物,主板,医药,32.3422636,小盘,成长,消费,ok,
000686.SZ,东北证券,主板,非银行金融,194.25759195,中盘,价值,金融,ok,
000590.SZ,古汉医药,主板,医药,26.796834779999998,小盘,成长,消费,ok,
000596.SZ,古井贡酒,主板,食品饮料,556.6158,中盘,成长,消费,ok,
000420.SZ,吉林化纤,主板,基础化工,128.59881434,中盘,价值,周期,ok,
000695.SZ,滨海能源,主板,轻工制造,34.73964564,小盘,价值,制造,ok,
000690.SZ,宝新能源,主板,电力及公用事业,103.78985102,小盘,价值,基础设施,ok,
000629.SZ,钒钛股份,主板,钢铁,326.11226935999997,,,,error,"ValueError: style tag '周期' not in ['价值', '成长', '红利']"
000032.SZ,深桑达A,主板,通信,225.41576219,中盘,成长,科技,ok,
000698.SZ,ST沈化,主板,石油石化,31.469352769999997,小盘,价值,周期,ok,
000628.SZ,高新发展,主板,建筑,215.56013199999998,大盘,价值,基础设施,ok,
000599.SZ,青岛双星,主板,基础化工,122.3098841,中盘,价值,周期,ok,
000610.SZ,西安旅游,主板,消费者服务,21.733457310000002,小盘,成长,消费,ok,
000700.SZ,模塑科技,主板,汽车,107.68320512999999,中盘,成长,制造,ok,
000060.SZ,中金岭南,主板,有色金属,299.77914092000003,,,,error,"ValueError: style tag '周期' not in ['价值', '成长', '红利']"
000603.SZ,盛达资源,主板,有色金属,283.1634196,大盘,价值,周期,ok,
000710.SZ,贝瑞基因,主板,医药,35.564259379999996,小盘,成长,消费,ok,
000655.SZ,金岭矿业,主板,钢铁,50.90158967,小盘,价值,周期,ok,
000711.SZ,ST京蓝,主板,电力及公用事业,121.06981114,小盘,价值,基础设施,ok,
000623.SZ,吉林敖东,主板,非银行金融,217.77254997,大盘,红利,金融,ok,
000586.SZ,汇源通信,主板,通信,37.527359999999994,小盘,成长,科技,ok,
000713.SZ,国投丰乐,主板,农林牧渔,51.96408776,小盘,价值,消费,ok,
000620.SZ,盈新发展,主板,房地产,167.93391014,中盘,价值,周期,ok,
000681.SZ,视觉中国,主板,传媒,147.26137705000002,,,,error,"ValueError: sector tag '传媒' not in ['制造', '周期', '基础设施', '消费', '科技', '金融']"
000717.SZ,中南股份,主板,钢铁,58.89944784,小盘,价值,周期,ok,
000715.SZ,中兴商业,主板,商贸零售,30.912860379999998,小盘,价值,消费,ok,
000672.SZ,上峰水泥,主板,建材,130.86838575,中盘,价值,周期,ok,
000712.SZ,锦龙股份,主板,非银行金融,94.976,小盘,价值,金融,ok,
000719.SZ,中原传媒,主板,传媒,145.49957311,中盘,价值,消费,ok,
000605.SZ,渤海股份,主板,电力及公用事业,23.66339206,小盘,价值,基础设施,ok,
000725.SZ,京东方A,主板,电子,1489.18198817,大盘,成长,科技,ok,
000631.SZ,顺发恒能,主板,房地产,73.60000272,小盘,价值,周期,ok,
000677.SZ,恒天海龙,主板,基础化工,39.31099663,小盘,价值,周期,ok,
000731.SZ,四川美丰,主板,基础化工,39.29593444,小盘,价值,周期,ok,
000573.SZ,粤宏远A,主板,房地产,30.95660929,小盘,价值,周期,ok,
000736.SZ,*ST中地,主板,房地产,39.74563493,小盘,价值,周期,ok,
000488.SZ,ST晨鸣,主板,轻工制造,77.36029806,中盘,价值,制造,ok,
000612.SZ,焦作万方,主板,有色金属,164.52351636999998,中盘,价值,周期,ok,
000589.SZ,贵州轮胎,主板,基础化工,70.89087737999999,小盘,价值,周期,ok,
000663.SZ,永安林业,主板,轻工制造,21.37942949,小盘,价值,制造,ok,
000738.SZ,航发控制,主板,国防军工,284.73733622,中盘,成长,制造,ok,
000688.SZ,国城矿业,主板,有色金属,538.02073852,大盘,价值,周期,ok,
000676.SZ,智度股份,主板,传媒,97.00376956,中盘,成长,科技,ok,
000750.SZ,国海证券,主板,非银行金融,247.78356971,中盘,价值,金融,ok,
000668.SZ,*ST荣控,主板,房地产,21.54170526,小盘,价值,周期,ok,
000701.SZ,厦门信达,主板,电子,39.02948539,小盘,成长,科技,ok,
000752.SZ,ST西发,主板,食品饮料,24.95155325,小盘,价值,消费,ok,
000755.SZ,山西高速,主板,交通运输,74.83282,小盘,价值,基础设施,ok,
000757.SZ,浩物股份,主板,汽车,25.037656469999998,小盘,价值,制造,ok,
000639.SZ,西王食品,主板,食品饮料,23.099761230000002,小盘,价值,消费,ok,
000683.SZ,博源化工,主板,基础化工,313.70058366,中盘,价值,周期,ok,
000609.SZ,ST中迪,主板,房地产,29.20831495,小盘,价值,周期,ok,
000766.SZ,通化金马,主板,医药,228.57599821000002,中盘,成长,消费,ok,
000691.SZ,*ST亚太,主板,基础化工,39.180324,小盘,价值,周期,ok,
000636.SZ,风华高科,主板,电子,254.4272051,中盘,成长,科技,ok,
000702.SZ,正虹科技,主板,农林牧渔,22.84258407,小盘,价值,周期,ok,
000777.SZ,中核科技,主板,电力设备及新能源,87.57257824,小盘,成长,制造,ok,
000411.SZ,英特集团,主板,医药,61.9074664,中盘,成长,消费,ok,
000776.SZ,广发证券,主板,非银行金融,1573.57643226,大盘,价值,金融,ok,
000782.SZ,恒申新材,主板,基础化工,41.12623239,小盘,价值,周期,ok,
000739.SZ,普洛药业,主板,医药,205.97126781,中盘,成长,消费,ok,
000679.SZ,大连友谊,主板,商贸零售,24.09264,小盘,价值,消费,ok,
000088.SZ,盐田港,主板,交通运输,236.57649224,中盘,红利,基础设施,ok,
000783.SZ,长江证券,主板,非银行金融,403.6953252,中盘,价值,金融,ok,
000779.SZ,甘咨询,主板,建筑,40.67257705,小盘,价值,基础设施,ok,
000707.SZ,双环科技,主板,基础化工,34.14748407,小盘,价值,周期,ok,
000685.SZ,中山公用,主板,电力及公用事业,164.76993791,中盘,红利,基础设施,ok,
000692.SZ,惠天热电,主板,电力及公用事业,22.59211818,小盘,红利,基础设施,ok,
000678.SZ,襄阳轴承,主板,汽车,56.39436749,中盘,价值,制造,ok,
000633.SZ,合金投资,主板,有色金属,26.11021209,小盘,价值,周期,ok,
000680.SZ,山推股份,主板,机械,176.41677117,中盘,价值,制造,ok,
000797.SZ,中国武夷,主板,房地产,43.66696723,小盘,价值,周期,ok,
000786.SZ,北新建材,主板,建材,436.96399198,中盘,价值,周期,ok,
000518.SZ,*ST四环,主板,医药,31.195553529999998,小盘,价值,消费,ok,
000657.SZ,中钨高新,主板,有色金属,1278.75278928,中盘,价值,周期,ok,
000800.SZ,一汽解放,主板,汽车,345.47392445,中盘,价值,制造,ok,
000705.SZ,浙江震元,主板,医药,29.40284917,小盘,成长,消费,ok,
000534.SZ,万泽股份,主板,国防军工,221.50073991,大盘,成长,制造,ok,
000790.SZ,华神科技,主板,医药,25.07351843,小盘,成长,消费,ok,
000703.SZ,恒逸石化,主板,石油石化,577.36567318,大盘,价值,周期,ok,
000718.SZ,苏宁环球,主板,房地产,64.63775498,中盘,价值,周期,ok,
000697.SZ,ST炼石,主板,国防军工,142.12178894,中盘,成长,制造,ok,
000728.SZ,国元证券,主板,非银行金融,342.99294223000004,中盘,价值,金融,ok,
000811.SZ,冰轮环境,主板,电力设备及新能源,191.15125991,中盘,成长,制造,ok,
000729.SZ,燕京啤酒,主板,食品饮料,363.02786712,中盘,价值,消费,ok,
000803.SZ,山高环能,主板,电力及公用事业,38.14302532,小盘,价值,基础设施,ok,
000716.SZ,黑芝麻,主板,食品饮料,38.397086550000004,小盘,价值,消费,ok,
000813.SZ,德展健康,主板,医药,70.88216725,小盘,成长,消费,ok,
000810.SZ,创维数字,主板,通信,140.20884107999998,中盘,成长,科技,ok,
000815.SZ,美利云,主板,轻工制造,150.17681556,中盘,成长,制造,ok,
000819.SZ,岳阳兴长,主板,石油石化,58.12305879,小盘,价值,周期,ok,
000820.SZ,*ST节能,主板,电力及公用事业,22.56477575,小盘,价值,基础设施,ok,
000720.SZ,新能泰山,主板,电力设备及新能源,59.55959647,中盘,成长,制造,ok,
000708.SZ,中信特钢,主板,钢铁,844.8942795,大盘,价值,周期,ok,
000722.SZ,湖南发展,主板,电力及公用事业,62.243625619999996,中盘,红利,基础设施,ok,
000789.SZ,万年青,主板,建材,40.588085119999995,小盘,价值,制造,ok,
000338.SZ,潍柴动力,主板,汽车,2308.78523044,大盘,价值,制造,ok,
000733.SZ,振华科技,主板,国防军工,260.2379648,中盘,成长,制造,ok,
000829.SZ,天音控股,主板,商贸零售,112.45351805,小盘,价值,消费,ok,
000727.SZ,冠捷科技,主板,电子,123.20422186,中盘,成长,科技,ok,
000828.SZ,东莞控股,主板,交通运输,103.7437958,中盘,价值,基础设施,ok,
000837.SZ,秦川机床,主板,机械,112.54604206999998,小盘,价值,制造,ok,
000581.SZ,威孚高科,主板,汽车,185.52617449000002,中盘,价值,制造,ok,
000768.SZ,中航西飞,主板,国防军工,686.1094758200001,大盘,成长,制造,ok,
000709.SZ,河钢股份,主板,钢铁,239.82120933,中盘,价值,周期,ok,
000630.SZ,铜陵有色,主板,有色金属,862.22901809,,,,error,"ValueError: style tag '周期' not in ['价值', '成长', '红利']"
000826.SZ,启迪环境,主板,电力及公用事业,27.651853009999996,小盘,价值,基础设施,ok,
000778.SZ,新兴铸管,主板,钢铁,176.75792991,,,,error,"ValueError: style tag '周期' not in ['价值', '成长', '红利']"
000751.SZ,锌业股份,主板,有色金属,93.22188532999999,中盘,价值,周期,ok,
000856.SZ,冀东装备,主板,机械,24.289,小盘,价值,制造,ok,
000859.SZ,国风新材,主板,基础化工,87.71607693,小盘,价值,周期,ok,
000863.SZ,三湘印象,主板,房地产,60.56988743,小盘,价值,周期,ok,
000795.SZ,英洛华,主板,有色金属,105.77272681,,,,error,"ValueError: style tag '周期' not in ['价值', '成长', '红利']"
000875.SZ,电投绿能,主板,电力及公用事业,244.47804019,中盘,红利,基础设施,ok,
000767.SZ,晋控电力,主板,电力及公用事业,119.07766388,中盘,价值,基础设施,ok,
000762.SZ,西藏矿业,主板,有色金属,191.86980802,中盘,价值,周期,ok,
000876.SZ,新希望,主板,农林牧渔,396.24422086,中盘,价值,消费,ok,
000735.SZ,罗牛山,主板,农林牧渔,79.6847396,中盘,价值,周期,ok,
000880.SZ,潍柴重机,主板,机械,131.31560660000002,小盘,价值,制造,ok,
000869.SZ,张裕A,主板,食品饮料,125.40141642,小盘,价值,消费,ok,
000881.SZ,中广核技,主板,电力设备及新能源,71.75781936,小盘,成长,制造,ok,
000882.SZ,华联股份,主板,商贸零售,44.61883674,小盘,价值,消费,ok,
000799.SZ,酒鬼酒,主板,食品饮料,140.07688328,中盘,成长,消费,ok,
000888.SZ,峨眉山A,主板,消费者服务,65.96952037,小盘,价值,消费,ok,
000756.SZ,新华制药,主板,医药,101.78544984999999,中盘,成长,消费,ok,
000887.SZ,中鼎股份,主板,汽车,249.47480706000002,中盘,价值,制造,ok,
000791.SZ,甘肃能源,主板,电力及公用事业,268.26554666,中盘,红利,基础设施,ok,
000759.SZ,中百集团,主板,商贸零售,37.29670012,小盘,价值,消费,ok,
000753.SZ,漳州发展,主板,综合,65.23945447,中盘,价值,基础设施,ok,
000559.SZ,万向钱潮,主板,汽车,540.07189053,大盘,价值,制造,ok,
000897.SZ,津滨发展,主板,房地产,34.12444414,小盘,价值,周期,ok,
000890.SZ,法尔胜,主板,电力及公用事业,52.06044243,小盘,价值,基础设施,ok,
000831.SZ,中国稀土,主板,有色金属,553.0021625300001,大盘,价值,周期,ok,
000737.SZ,北方铜业,主板,有色金属,268.94596062,中盘,价值,周期,ok,
000900.SZ,现代投资,主板,交通运输,62.07917886,小盘,价值,基础设施,ok,
000895.SZ,双汇发展,主板,食品饮料,983.9637844900001,大盘,价值,消费,ok,
000726.SZ,鲁泰A,主板,纺织服装,54.69246311,小盘,价值,制造,ok,
000886.SZ,海南高速,主板,房地产,56.06656461,小盘,价值,基础设施,ok,
000902.SZ,新洋丰,主板,基础化工,190.34315174,中盘,价值,周期,ok,
000905.SZ,厦门港务,主板,交通运输,168.88271647000002,中盘,价值,基础设施,ok,
000909.SZ,*ST数源,主板,综合,29.15176872,小盘,价值,周期,ok,
000889.SZ,中嘉博创,主板,通信,49.529800040000005,小盘,成长,科技,ok,
000911.SZ,广农糖业,主板,农林牧渔,23.13848548,小盘,价值,消费,ok,
000908.SZ,ST景峰,主板,医药,128.27110038,中盘,成长,消费,ok,
000901.SZ,航天科技,主板,汽车,184.54416507000002,小盘,成长,制造,ok,
000818.SZ,航锦科技,主板,基础化工,98.53800582,中盘,价值,周期,ok,
000913.SZ,钱江摩托,主板,汽车,81.4884228,小盘,成长,制造,ok,
000899.SZ,赣能股份,主板,电力及公用事业,128.78946432,中盘,价值,基础设施,ok,
000915.SZ,华特达因,主板,医药,73.46292055,小盘,成长,消费,ok,
000761.SZ,本钢板材,主板,钢铁,124.0688631,,,,error,"ValueError: style tag '周期' not in ['价值', '成长', '红利']"
000024.SZ,招商地产(退市),主板,房地产,1043.26005537,大盘,价值,周期,ok,
000556.SZ,PT南洋(退市),主板,,12.56026546,小盘,价值,周期,ok,
000515.SZ,攀渝钛业(退市),主板,钢铁,28.624024920000004,小盘,价值,周期,ok,
000540.SZ,*ST中天(退市),主板,房地产,28.021018719999997,小盘,价值,周期,ok,
000613.SZ,东海A退(退市),主板,消费者服务,2.11178,小盘,成长,消费,ok,
000588.SZ,PT粤金曼(退市),主板,,7.092096000000001,小盘,价值,周期,ok,
000527.SZ,美的电器(退市),主板,家电,474.48554053,大盘,成长,消费,ok,
000502.SZ,绿景退(退市),主板,房地产,1.09043568,小盘,价值,周期,ok,
000511.SZ,烯碳退(退市),主板,建材,7.0444752699999995,小盘,价值,制造,ok,
000038.SZ,大通退(退市),主板,综合,0.0,小盘,价值,周期,ok,
000585.SZ,东电退(退市),主板,电力设备及新能源,3.056795,小盘,价值,制造,ok,
000413.SZ,ST旭电(退市),主板,电子,20.84117481,小盘,成长,科技,ok,
